Store,Dept,Date,Weekly_Sales,IsHoliday
1,1,9/21/2012,19251.5,FALSE
1,1,9/28/2012,18947.81,FALSE
1,1,10/5/2012,21904.47,FALSE
1,1,10/12/2012,22764.01,FALSE
1,1,10/19/2012,24185.27,FALSE
1,1,10/26/2012,27390.81,FALSE
1,2,2/5/2010,50605.27,FALSE
1,2,2/12/2010,44682.74,TRUE
1,2,2/19/2010,47928.89,FALSE
1,2,2/26/2010,44292.87,FALSE
1,2,3/5/2010,48397.98,FALSE
1,2,3/12/2010,43751.94,FALSE
1,2,3/19/2010,43615.49,FALSE
1,2,3/26/2010,41892.55,FALSE
1,2,4/2/2010,47450.5,FALSE
1,2,4/9/2010,46549.73,FALSE
1,2,4/16/2010,45025.02,FALSE
1,2,4/23/2010,44418.11,FALSE
1,2,4/30/2010,45971.3,FALSE
1,2,5/7/2010,47903.01,FALSE
1,2,5/14/2010,43675.61,FALSE
1,2,5/21/2010,44319.15,FALSE
1,2,5/28/2010,44619.52,FALSE
1,2,6/4/2010,48754.47,FALSE
1,2,6/11/2010,47089.54,FALSE
1,2,6/18/2010,44428.71,FALSE
1,2,6/25/2010,45299.92,FALSE
1,2,7/2/2010,47077.72,FALSE
1,2,7/9/2010,46752.12,FALSE
1,2,7/16/2010,44339.2,FALSE
1,2,7/23/2010,44763.33,FALSE
1,2,7/30/2010,45833.77,FALSE
1,2,8/6/2010,50031.73,FALSE
1,2,8/13/2010,45475.69,FALSE
1,2,8/20/2010,49754.17,FALSE
1,2,8/27/2010,49623.53,FALSE
1,2,9/3/2010,49015.05,FALSE
1,2,9/10/2010,45182.5,TRUE
1,2,9/17/2010,44681.64,FALSE
1,2,9/24/2010,42477.49,FALSE
1,2,10/1/2010,45829.02,FALSE
1,2,10/8/2010,46387.54,FALSE
1,2,10/15/2010,43110.79,FALSE
1,2,10/22/2010,42371.48,FALSE
1,2,10/29/2010,44081.33,FALSE
1,2,11/5/2010,46381.43,FALSE
1,2,11/12/2010,43194.49,FALSE
1,2,11/19/2010,41443.25,FALSE
1,2,11/26/2010,45681.98,TRUE
1,2,12/3/2010,44405.02,FALSE
1,2,12/10/2010,46955.82,FALSE
1,2,12/17/2010,49303.28,FALSE
1,2,12/24/2010,59889.32,FALSE
1,2,12/31/2010,35819.83,TRUE
1,2,1/7/2011,43202.29,FALSE
1,2,1/14/2011,39857.4,FALSE
1,2,1/21/2011,41596.99,FALSE
1,2,1/28/2011,41651.01,FALSE
1,2,2/4/2011,46829.12,FALSE
1,2,2/11/2011,47595.35,TRUE
1,2,2/18/2011,49202.06,FALSE
1,2,2/25/2011,46165.25,FALSE
1,2,3/4/2011,53035.54,FALSE
1,2,3/11/2011,48465.72,FALSE
1,2,3/18/2011,45222.3,FALSE
1,2,3/25/2011,44293.54,FALSE
1,2,4/1/2011,46991.58,FALSE
1,2,4/8/2011,48501.79,FALSE
1,2,4/15/2011,44464.74,FALSE
1,2,4/22/2011,46544.56,FALSE
1,2,4/29/2011,43682.41,FALSE
1,2,5/6/2011,50139.92,FALSE
1,2,5/13/2011,44274.15,FALSE
1,2,5/20/2011,44302.11,FALSE
1,2,5/27/2011,45072.11,FALSE
1,2,6/3/2011,47844.27,FALSE
1,2,6/10/2011,46363.93,FALSE
1,2,6/17/2011,42939.63,FALSE
1,2,6/24/2011,42415.81,FALSE
1,2,7/1/2011,45247.74,FALSE
1,2,7/8/2011,44623.23,FALSE
1,2,7/15/2011,43260.96,FALSE
1,2,7/22/2011,45113.56,FALSE
1,2,7/29/2011,43191.02,FALSE
1,2,8/5/2011,49359.75,FALSE
1,2,8/12/2011,45341.92,FALSE
1,2,8/19/2011,46391.12,FALSE
1,2,8/26/2011,47659.93,FALSE
1,2,9/2/2011,49419.75,FALSE
1,2,9/9/2011,43315.85,TRUE
1,2,9/16/2011,42963.96,FALSE
1,2,9/23/2011,43390.94,FALSE
1,2,9/30/2011,46045.09,FALSE
1,2,10/7/2011,49880.69,FALSE
1,2,10/14/2011,43306.38,FALSE
1,2,10/21/2011,42487.67,FALSE
1,2,10/28/2011,41682.4,FALSE
1,2,11/4/2011,47313.62,FALSE
1,2,11/11/2011,44936.47,FALSE
1,2,11/18/2011,43997.78,FALSE
1,2,11/25/2011,44259.59,TRUE
1,2,12/2/2011,45928.14,FALSE
1,2,12/9/2011,49357.43,FALSE
1,2,12/16/2011,51137.42,FALSE
1,2,12/23/2011,65615.36,FALSE
1,2,12/30/2011,43539.94,TRUE
1,2,1/6/2012,44481.38,FALSE
1,2,1/13/2012,43353.09,FALSE
1,2,1/20/2012,43753.43,FALSE
1,2,1/27/2012,41556.23,FALSE
1,2,2/3/2012,54322.24,FALSE
1,2,2/10/2012,50581.06,TRUE
1,2,2/17/2012,46085.47,FALSE
1,2,2/24/2012,47080.12,FALSE
1,2,3/2/2012,52608.51,FALSE
1,2,3/9/2012,48563.69,FALSE
1,2,3/16/2012,47346.32,FALSE
1,2,3/23/2012,44796.03,FALSE
1,2,3/30/2012,46529.68,FALSE
1,2,4/6/2012,51805.88,FALSE
1,2,4/13/2012,43991.18,FALSE
1,2,4/20/2012,45561.85,FALSE
1,2,4/27/2012,45456.23,FALSE
1,2,5/4/2012,50501.3,FALSE
1,2,5/11/2012,46717.76,FALSE
1,2,5/18/2012,44411.23,FALSE
1,2,5/25/2012,45817.07,FALSE
1,2,6/1/2012,47425.29,FALSE
1,2,6/8/2012,49439.58,FALSE
1,2,6/15/2012,46637.48,FALSE
1,2,6/22/2012,46075,FALSE
1,2,6/29/2012,47629.14,FALSE
1,2,7/6/2012,49771.92,FALSE
1,2,7/13/2012,44411.95,FALSE
1,2,7/20/2012,45108.22,FALSE
1,2,7/27/2012,45008.22,FALSE
1,2,8/3/2012,49424.06,FALSE
1,2,8/10/2012,46729.91,FALSE
1,2,8/17/2012,46350.97,FALSE
1,2,8/24/2012,44972.52,FALSE
1,2,8/31/2012,50995.5,FALSE
1,2,9/7/2012,47344.5,TRUE
1,2,9/14/2012,44493.61,FALSE
1,2,9/21/2012,43541.07,FALSE
1,2,9/28/2012,45784.76,FALSE
1,2,10/5/2012,48577.08,FALSE
1,2,10/12/2012,42112.67,FALSE
1,2,10/19/2012,42354.72,FALSE
1,2,10/26/2012,43134.88,FALSE
1,3,2/5/2010,13740.12,FALSE
1,3,2/12/2010,10887.84,TRUE
1,3,2/19/2010,11523.47,FALSE
1,3,2/26/2010,11135.17,FALSE
1,3,3/5/2010,12275.58,FALSE
1,3,3/12/2010,10123.45,FALSE
1,3,3/19/2010,9001.37,FALSE
1,3,3/26/2010,10366.85,FALSE
1,3,4/2/2010,11157.08,FALSE
1,3,4/9/2010,10179.29,FALSE
1,3,4/16/2010,9226.8,FALSE
1,3,4/23/2010,8868.93,FALSE
1,3,4/30/2010,9337.44,FALSE
1,3,5/7/2010,9372.8,FALSE
1,3,5/14/2010,7919.86,FALSE
1,3,5/21/2010,7813.91,FALSE
1,3,5/28/2010,8412.69,FALSE
1,3,6/4/2010,8001.41,FALSE
1,3,6/11/2010,7742.75,FALSE
1,3,6/18/2010,8201.06,FALSE
1,3,6/25/2010,6591.22,FALSE
1,3,7/2/2010,7857.88,FALSE
1,3,7/9/2010,8112.67,FALSE
1,3,7/16/2010,13751.3,FALSE
1,3,7/23/2010,16930.62,FALSE
1,3,7/30/2010,20915.95,FALSE
1,3,8/6/2010,26719.02,FALSE
1,3,8/13/2010,30640.54,FALSE
1,3,8/20/2010,41101.93,FALSE
1,3,8/27/2010,51159.17,FALSE
1,3,9/3/2010,19081.8,FALSE
1,3,9/10/2010,12134.69,TRUE
1,3,9/17/2010,10722.46,FALSE
1,3,9/24/2010,8097.92,FALSE
1,3,10/1/2010,9775.17,FALSE
1,3,10/8/2010,10081.8,FALSE
1,3,10/15/2010,9735.73,FALSE
1,3,10/22/2010,8614.41,FALSE
1,3,10/29/2010,9283.09,FALSE
1,3,11/5/2010,9825.22,FALSE
1,3,11/12/2010,9146.77,FALSE
1,3,11/19/2010,9202.11,FALSE
1,3,11/26/2010,10706.81,TRUE
1,3,12/3/2010,10856.85,FALSE
1,3,12/10/2010,11219.78,FALSE
1,3,12/17/2010,11986.84,FALSE
1,3,12/24/2010,12080.36,FALSE
1,3,12/31/2010,8266.14,TRUE
1,3,1/7/2011,15808.15,FALSE
1,3,1/14/2011,13275.87,FALSE
1,3,1/21/2011,12532.94,FALSE
1,3,1/28/2011,11983.34,FALSE
1,3,2/4/2011,11012.52,FALSE
1,3,2/11/2011,11428.25,TRUE
1,3,2/18/2011,11724.98,FALSE
1,3,2/25/2011,10473.78,FALSE
1,3,3/4/2011,11039.12,FALSE
1,3,3/11/2011,10689.97,FALSE
1,3,3/18/2011,8148.69,FALSE
1,3,3/25/2011,9049.02,FALSE
1,3,4/1/2011,8734.19,FALSE
1,3,4/8/2011,10417.33,FALSE
1,3,4/15/2011,8212.97,FALSE
1,3,4/22/2011,8468.72,FALSE
1,3,4/29/2011,8653.62,FALSE
1,3,5/6/2011,10420.92,FALSE
1,3,5/13/2011,8732.46,FALSE
1,3,5/20/2011,7939.01,FALSE
1,3,5/27/2011,8120.7,FALSE
1,3,6/3/2011,8853.89,FALSE
1,3,6/10/2011,7508.71,FALSE
1,3,6/17/2011,7658.75,FALSE
1,3,6/24/2011,6165.73,FALSE
1,3,7/1/2011,8070.64,FALSE
1,3,7/8/2011,7366.5,FALSE
1,3,7/15/2011,11578.11,FALSE
1,3,7/22/2011,16069.5,FALSE
1,3,7/29/2011,21331.51,FALSE
1,3,8/5/2011,31248.98,FALSE
1,3,8/12/2011,32148.93,FALSE
1,3,8/19/2011,41603.11,FALSE
1,3,8/26/2011,49775.52,FALSE
1,3,9/2/2011,19604.47,FALSE
1,3,9/9/2011,12778.28,TRUE
1,3,9/16/2011,10412.88,FALSE
1,3,9/23/2011,9755.56,FALSE
1,3,9/30/2011,10434.83,FALSE
1,3,10/7/2011,9977.96,FALSE
1,3,10/14/2011,9870.22,FALSE
1,3,10/21/2011,10136.78,FALSE
1,3,10/28/2011,9421.2,FALSE
1,3,11/4/2011,9189.2,FALSE
1,3,11/11/2011,9959.64,FALSE
1,3,11/18/2011,10104.36,FALSE
1,3,11/25/2011,9317.56,TRUE
1,3,12/2/2011,10146.54,FALSE
1,3,12/9/2011,12955.55,FALSE
1,3,12/16/2011,13180.05,FALSE
1,3,12/23/2011,13667.88,FALSE
1,3,12/30/2011,8848.44,TRUE
1,3,1/6/2012,13926.04,FALSE
1,3,1/13/2012,13822.49,FALSE
1,3,1/20/2012,11702.08,FALSE
1,3,1/27/2012,10613.17,FALSE
1,3,2/3/2012,12485.78,FALSE
1,3,2/10/2012,12388.85,TRUE
1,3,2/17/2012,10237.78,FALSE
1,3,2/24/2012,10502.4,FALSE
1,3,3/2/2012,11387.31,FALSE
1,3,3/9/2012,11925.71,FALSE
1,3,3/16/2012,8845.73,FALSE
1,3,3/23/2012,7910.22,FALSE
1,3,3/30/2012,9129.23,FALSE
1,3,4/6/2012,9335.24,FALSE
1,3,4/13/2012,7927.73,FALSE
1,3,4/20/2012,8647.36,FALSE
1,3,4/27/2012,8635.62,FALSE
1,3,5/4/2012,10655.35,FALSE
1,3,5/11/2012,10342.72,FALSE
1,3,5/18/2012,8609.82,FALSE
1,3,5/25/2012,8345.33,FALSE
1,3,6/1/2012,7175.77,FALSE
1,3,6/8/2012,8614.64,FALSE
1,3,6/15/2012,8016.26,FALSE
1,3,6/22/2012,7301.41,FALSE
1,3,6/29/2012,7577.59,FALSE
1,3,7/6/2012,8473.71,FALSE
1,3,7/13/2012,13126.15,FALSE
1,3,7/20/2012,20126.95,FALSE
1,3,7/27/2012,22716.7,FALSE
1,3,8/3/2012,30331.69,FALSE
1,3,8/10/2012,28257.3,FALSE
1,3,8/17/2012,31905.97,FALSE
1,3,8/24/2012,43712.78,FALSE
1,3,8/31/2012,50701.3,FALSE
1,3,9/7/2012,18368.51,TRUE
1,3,9/14/2012,14288.22,FALSE
1,3,9/21/2012,13403.63,FALSE
1,3,9/28/2012,13085.95,FALSE
1,3,10/5/2012,11676.98,FALSE
1,3,10/12/2012,10487.17,FALSE
1,3,10/19/2012,8548.87,FALSE
1,3,10/26/2012,9350.9,FALSE
1,4,2/5/2010,39954.04,FALSE
1,4,2/12/2010,35351.21,TRUE
1,4,2/19/2010,36826.95,FALSE
1,4,2/26/2010,34660.16,FALSE
1,4,3/5/2010,38086.19,FALSE
1,4,3/12/2010,32668.67,FALSE
1,4,3/19/2010,34118.11,FALSE
1,4,3/26/2010,33872.07,FALSE
1,4,4/2/2010,37809.49,FALSE
1,4,4/9/2010,36174.43,FALSE
1,4,4/16/2010,34740.19,FALSE
1,4,4/23/2010,33806.71,FALSE
1,4,4/30/2010,33437.8,FALSE
1,4,5/7/2010,37168.34,FALSE
1,4,5/14/2010,33657.7,FALSE
1,4,5/21/2010,35571.47,FALSE
1,4,5/28/2010,36380.36,FALSE
1,4,6/4/2010,40548.19,FALSE
1,4,6/11/2010,36579.96,FALSE
1,4,6/18/2010,35059.52,FALSE
1,4,6/25/2010,34454.69,FALSE
1,4,7/2/2010,39773.71,FALSE
1,4,7/9/2010,39781.45,FALSE
1,4,7/16/2010,35234.66,FALSE
1,4,7/23/2010,36624.71,FALSE
1,4,7/30/2010,36419.68,FALSE
1,4,8/6/2010,40973.88,FALSE
1,4,8/13/2010,36461.66,FALSE
1,4,8/20/2010,39706.1,FALSE
1,4,8/27/2010,36404.6,FALSE
1,4,9/3/2010,38321.88,FALSE
1,4,9/10/2010,36603.78,TRUE
1,4,9/17/2010,33999.01,FALSE
1,4,9/24/2010,32497.43,FALSE
1,4,10/1/2010,34912.45,FALSE
1,4,10/8/2010,35772.82,FALSE
1,4,10/15/2010,34693.27,FALSE
1,4,10/22/2010,32902.26,FALSE
1,4,10/29/2010,35202.44,FALSE
1,4,11/5/2010,37980.55,FALSE
1,4,11/12/2010,35008.03,FALSE
1,4,11/19/2010,37078.61,FALSE
1,4,11/26/2010,46201.27,TRUE
1,4,12/3/2010,37110.55,FALSE
1,4,12/10/2010,36364.31,FALSE
1,4,12/17/2010,39154.41,FALSE
1,4,12/24/2010,47893.23,FALSE
1,4,12/31/2010,36913.8,TRUE
1,4,1/7/2011,37947.8,FALSE
1,4,1/14/2011,34393.95,FALSE
1,4,1/21/2011,33735.58,FALSE
1,4,1/28/2011,32905.88,FALSE
1,4,2/4/2011,35870.49,FALSE
1,4,2/11/2011,37373.33,TRUE
1,4,2/18/2011,36479.25,FALSE
1,4,2/25/2011,33677.18,FALSE
1,4,3/4/2011,37943.96,FALSE
1,4,3/11/2011,35229.12,FALSE
1,4,3/18/2011,34863.03,FALSE
1,4,3/25/2011,34813.12,FALSE
1,4,4/1/2011,34451.9,FALSE
1,4,4/8/2011,36514.43,FALSE
1,4,4/15/2011,33466.89,FALSE
1,4,4/22/2011,35132.7,FALSE
1,4,4/29/2011,34528.56,FALSE
1,4,5/6/2011,37827.69,FALSE
1,4,5/13/2011,33471.81,FALSE
1,4,5/20/2011,34137.41,FALSE
1,4,5/27/2011,36790.72,FALSE
1,4,6/3/2011,42508.02,FALSE
1,4,6/10/2011,35376.06,FALSE
1,4,6/17/2011,35523.17,FALSE
1,4,6/24/2011,35062.02,FALSE
1,4,7/1/2011,36451.71,FALSE
1,4,7/8/2011,39149.99,FALSE
1,4,7/15/2011,33930.8,FALSE
1,4,7/22/2011,34630.02,FALSE
1,4,7/29/2011,35555.5,FALSE
1,4,8/5/2011,39339.09,FALSE
1,4,8/12/2011,37449.94,FALSE
1,4,8/19/2011,39148.87,FALSE
1,4,8/26/2011,37495.2,FALSE
1,4,9/2/2011,36589.07,FALSE
1,4,9/9/2011,35105.96,TRUE
1,4,9/16/2011,34108.12,FALSE
1,4,9/23/2011,32655.07,FALSE
1,4,9/30/2011,32830.81,FALSE
1,4,10/7/2011,37397.63,FALSE
1,4,10/14/2011,35000.3,FALSE
1,4,10/21/2011,33954.55,FALSE
1,4,10/28/2011,34247.26,FALSE
1,4,11/4/2011,39354.84,FALSE
1,4,11/11/2011,36826.52,FALSE
1,4,11/18/2011,37656.58,FALSE
1,4,11/25/2011,46564.14,TRUE
1,4,12/2/2011,38489.63,FALSE
1,4,12/9/2011,38729.31,FALSE
1,4,12/16/2011,38266.47,FALSE
1,4,12/23/2011,47785.93,FALSE
1,4,12/30/2011,37371.22,TRUE
1,4,1/6/2012,40925.76,FALSE
1,4,1/13/2012,36582.36,FALSE
1,4,1/20/2012,33780.2,FALSE
1,4,1/27/2012,33613.91,FALSE
1,4,2/3/2012,40274.83,FALSE
1,4,2/10/2012,39305.13,TRUE
1,4,2/17/2012,36550.46,FALSE
1,4,2/24/2012,34953.85,FALSE
1,4,3/2/2012,38459.98,FALSE
1,4,3/9/2012,38934.77,FALSE
1,4,3/16/2012,38125.32,FALSE
1,4,3/23/2012,36586.52,FALSE
1,4,3/30/2012,37718.51,FALSE
1,4,4/6/2012,42060.21,FALSE
1,4,4/13/2012,37449.26,FALSE
1,4,4/20/2012,36350.03,FALSE
1,4,4/27/2012,36894.54,FALSE
1,4,5/4/2012,41897.55,FALSE
1,4,5/11/2012,35840.06,FALSE
1,4,5/18/2012,34536.29,FALSE
1,4,5/25/2012,38270.34,FALSE
1,4,6/1/2012,41566.55,FALSE
1,4,6/8/2012,41124.27,FALSE
1,4,6/15/2012,39019.74,FALSE
1,4,6/22/2012,37400.31,FALSE
1,4,6/29/2012,39758.77,FALSE
1,4,7/6/2012,44936.96,FALSE
1,4,7/13/2012,38073.91,FALSE
1,4,7/20/2012,38080.05,FALSE
1,4,7/27/2012,35197.59,FALSE
1,4,8/3/2012,41305.39,FALSE
1,4,8/10/2012,40343.83,FALSE
1,4,8/17/2012,38105.9,FALSE
1,4,8/24/2012,36674.67,FALSE
1,4,8/31/2012,37802.97,FALSE
1,4,9/7/2012,39549.27,TRUE
1,4,9/14/2012,35044.06,FALSE
1,4,9/21/2012,34507.34,FALSE
1,4,9/28/2012,34647.33,FALSE
1,4,10/5/2012,39311.93,FALSE
1,4,10/12/2012,35446.18,FALSE
1,4,10/19/2012,35549.19,FALSE
1,4,10/26/2012,36292.6,FALSE
1,5,2/5/2010,32229.38,FALSE
1,5,2/12/2010,29620.81,TRUE
1,5,2/19/2010,26468.27,FALSE
1,5,2/26/2010,24101.89,FALSE
1,5,3/5/2010,23082.14,FALSE
1,5,3/12/2010,21498.92,FALSE
1,5,3/19/2010,22632.57,FALSE
1,5,3/26/2010,38971.89,FALSE
1,5,4/2/2010,29967.92,FALSE
1,5,4/9/2010,18516.45,FALSE
1,5,4/16/2010,11570.27,FALSE
1,5,4/23/2010,24763.98,FALSE
1,5,4/30/2010,22006.41,FALSE
1,5,5/7/2010,19260.44,FALSE
1,5,5/14/2010,16891.66,FALSE
1,5,5/21/2010,16157.17,FALSE
1,5,5/28/2010,15784.6,FALSE
1,5,6/4/2010,22932.26,FALSE
1,5,6/11/2010,21817.36,FALSE
1,5,6/18/2010,19778.44,FALSE
1,5,6/25/2010,19054.58,FALSE
1,5,7/2/2010,18887.71,FALSE
1,5,7/9/2010,20249.54,FALSE
1,5,7/16/2010,17918.22,FALSE
1,5,7/23/2010,17313.46,FALSE
1,5,7/30/2010,16472.48,FALSE
1,5,8/6/2010,16926.17,FALSE
1,5,8/13/2010,15544.62,FALSE
1,5,8/20/2010,15412.44,FALSE
1,5,8/27/2010,13570.32,FALSE
1,5,9/3/2010,15390.52,FALSE
1,5,9/10/2010,17776.56,TRUE
1,5,9/17/2010,15862.61,FALSE
1,5,9/24/2010,17039.38,FALSE
1,5,10/1/2010,23381.38,FALSE
1,5,10/8/2010,19853.57,FALSE
1,5,10/15/2010,20443.05,FALSE
1,5,10/22/2010,19525.85,FALSE
1,5,10/29/2010,16377.46,FALSE
1,5,11/5/2010,23903.81,FALSE
1,5,11/12/2010,23698.89,FALSE
1,5,11/19/2010,24716.49,FALSE
1,5,11/26/2010,70158.86,TRUE
1,5,12/3/2010,36472.02,FALSE
1,5,12/10/2010,49517.17,FALSE
1,5,12/17/2010,59589.48,FALSE
1,5,12/24/2010,85676.09,FALSE
1,5,12/31/2010,32280.82,TRUE
1,5,1/7/2011,22699.69,FALSE
1,5,1/14/2011,17445.37,FALSE
1,5,1/21/2011,18438.07,FALSE
1,5,1/28/2011,22118.7,FALSE
1,5,2/4/2011,31280.62,FALSE
1,5,2/11/2011,36667.65,TRUE
1,5,2/18/2011,31092.62,FALSE
1,5,2/25/2011,23870.31,FALSE
1,5,3/4/2011,28902.37,FALSE
1,5,3/11/2011,23704.37,FALSE
1,5,3/18/2011,22685.69,FALSE
1,5,3/25/2011,18719.22,FALSE
1,5,4/1/2011,23598.55,FALSE
1,5,4/8/2011,22393.09,FALSE
1,5,4/15/2011,22719.82,FALSE
1,5,4/22/2011,21786.16,FALSE
1,5,4/29/2011,17503.28,FALSE
1,5,5/6/2011,16195.54,FALSE
1,5,5/13/2011,15587.78,FALSE
1,5,5/20/2011,15575.25,FALSE
1,5,5/27/2011,16613.98,FALSE
1,5,6/3/2011,16848.76,FALSE
1,5,6/10/2011,18648.73,FALSE
1,5,6/17/2011,17861.56,FALSE
1,5,6/24/2011,21695.24,FALSE
1,5,7/1/2011,19239.86,FALSE
1,5,7/8/2011,17989.45,FALSE
1,5,7/15/2011,18444.8,FALSE
1,5,7/22/2011,19331.53,FALSE
1,5,7/29/2011,17406.68,FALSE
1,5,8/5/2011,21183.42,FALSE
1,5,8/12/2011,21320.93,FALSE
1,5,8/19/2011,18643.51,FALSE
1,5,8/26/2011,15478.26,FALSE
1,5,9/2/2011,20432.91,FALSE
1,5,9/9/2011,19075.78,TRUE
1,5,9/16/2011,19386.23,FALSE
1,5,9/23/2011,20562.37,FALSE
1,5,9/30/2011,16385.37,FALSE
1,5,10/7/2011,30352.06,FALSE
1,5,10/14/2011,22917.89,FALSE
1,5,10/21/2011,32700.34,FALSE
1,5,10/28/2011,26391.79,FALSE
1,5,11/4/2011,31956.07,FALSE
